/net8 X,/net8 Y,/net6 X,/net6 Y
0,0.07572159460345997,0,0.0006793358845197585
0.4,-0.3179477296263461,0.4,0.003025654376296474
0.8,-0.7113607640410371,0.8,0.00546778072289369
1.2,-1.10470879750568,1.2,0.007935519856186922
1.6,-1.497961223785542,1.6,0.01044097591176956
2,-1.891103625682661,2,0.01299033322034489
2.4,-2.284124623247235,2.4,0.01558873392414727
2.8,-2.677013532201577,2.8,0.01824116393830646
3.2,-3.069759382739534,3.2,0.02095283098313122
3.6,-3.462350512276446,3.6,0.02372933374148289
4,-3.854774278759139,4,0.02657678975941147
4.399999999999999,-4.247016808776518,4.399999999999999,0.02950195466953736
4.8,-4.639062740964447,4.8,0.03251234839205795
5.2,-5.030894942327787,5.2,0.03561639789505636
5.600000000000001,-5.422494181234129,5.600000000000001,0.03882360417588195
6.000000000000001,-5.813838742778746,6.000000000000001,0.0421447408498463
6.400000000000001,-6.204903973015083,6.400000000000001,0.04559209198159427
6.800000000000002,-6.595661740601513,6.800000000000002,0.0491797366455119
7.200000000000002,-6.986079811631549,7.200000000000002,0.05292388558074745
7.600000000000002,-7.376121154468297,7.600000000000002,0.05684326759264786
8.000000000000002,-7.765743243618973,8.000000000000002,0.06095954256750052
8.400000000000002,-8.145046159696935,8.400000000000002,0.06927131685708286
8.800000000000002,-8.214026141847276,8.800000000000002,0.2201426665741458
9.200000000000003,-8.213519116636038,9.200000000000003,0.4191330704413549
9.600000000000003,-8.211610152726168,9.600000000000003,0.6198607479649038
10,-8.209676757669824,10,0.8206231918601206
10.4,-8.207749716328342,10.4,1.021382288197554
10.8,-8.205828896857112,10.8,1.222137613293923
11.2,-8.203913437814558,11.2,1.422889583029407
11.6,-8.202002473068768,11.6,1.62363862578685
12.00000000000001,-8.200095144988264,12.00000000000001,1.824385165900022
12.40000000000001,-8.19819060057822,12.40000000000001,2.025129625360538
12.80000000000001,-8.196287987645317,12.80000000000001,2.225872425726281
13.20000000000001,-8.194386450952758,13.20000000000001,2.426613990041304
13.60000000000001,-8.192485128330896,13.60000000000001,2.627354744778089
14.00000000000001,-8.190583146697934,14.00000000000001,2.828095121824683
14.40000000000001,-8.188679617942832,14.40000000000001,3.028835560540611
14.80000000000001,-8.186773634619435,14.80000000000001,3.229576509907032
15.20000000000001,-8.184864265396605,15.20000000000001,3.430318430798703
15.60000000000001,-8.182950550203453,15.60000000000001,3.631061798408183
16.00000000000001,-8.1810314950016,16.00000000000001,3.831807104856254
16.40000000000001,-8.179106066107327,16.40000000000001,4.032554862027093
16.8,-8.177173183975208,16.8,4.233305604672353
17.2,-8.175231716340877,17.2,4.434059893835208
17.6,-8.173280470603407,17.6,4.634818320654154
18,-8.171318185306498,18,4.835581510616761
18.4,-8.169343520551406,18.4,5.036350128346892
18.8,-8.16735504714193,18.8,5.237124883025058
19.2,-8.165351234221209,19.2,5.437906534561901
19.59999999999999,-8.163330435109263,19.59999999999999,5.63869590067016
20,-8.161290870986305,20,5.839493865012351
